0.00.002.779 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.004.694 I srv    load_model: loading model '/fast_drive/cache/hub/models--unsloth--Qwen3.6-35B-A3B-GGUF/snapshots/a483e9e6cbd595906af30beda3187c2663a1118c/Qwen3.6-35B-A3B-UD-Q4_K_XL.gguf'
0.13.651.543 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 32768, kv_unified = 'true'
0.13.668.437 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.13.668.476 I srv  llama_server: model loaded
0.13.668.488 I srv  llama_server: listening on http://127.0.0.1:8131
17.05.156.332 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
94.51.163.444 I slot print_timing: id  3 | task 17199 | prompt processing, n_tokens =   1252, progress = 0.98, t =  25.14 s / 49.79 tokens per second
95.00.938.533 I slot print_timing: id  3 | task 17199 | prompt processing, n_tokens =   1764, progress = 1.00, t =  34.92 s / 50.52 tokens per second
95.10.571.322 I slot print_timing: id  3 | task 17199 | n_decoded =    100, tg =  10.54 t/s, tg_3s =  10.54 t/s
95.13.659.353 I slot print_timing: id  3 | task 17199 | n_decoded =    133, tg =  10.58 t/s, tg_3s =  10.69 t/s
95.13.949.895 I slot print_timing: id  3 | task 17199 | prompt eval time =   35064.48 ms /  1768 tokens (   19.83 ms per token,    50.42 tokens per second)
95.13.949.935 I slot print_timing: id  3 | task 17199 |        eval time =   12865.16 ms /   136 tokens (   94.60 ms per token,    10.57 tokens per second)
95.13.949.940 I slot print_timing: id  3 | task 17199 |       total time =   47929.64 ms /  1904 tokens
95.13.949.941 I slot print_timing: id  3 | task 17199 |    graphs reused =      16746
95.13.951.186 I slot      release: id  3 | task 17199 | stop processing: n_tokens = 28127, truncated = 0
95.14.106.407 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.961 (> 0.100 thold), f_keep = 1.000
95.14.108.489 I slot launch_slot_: id  3 | task 17339 | processing task, is_child = 0
95.27.306.904 I slot print_timing: id  3 | task 17339 | prompt processing, n_tokens =    633, progress = 0.98, t =  13.20 s / 47.96 tokens per second
95.38.071.511 I slot print_timing: id  3 | task 17339 | prompt processing, n_tokens =   1145, progress = 1.00, t =  23.96 s / 47.78 tokens per second
95.48.422.867 I slot print_timing: id  3 | task 17339 | n_decoded =    100, tg =   9.81 t/s, tg_3s =   9.81 t/s
95.51.489.932 I slot print_timing: id  3 | task 17339 | n_decoded =    130, tg =   9.80 t/s, tg_3s =   9.78 t/s
95.54.583.873 I slot print_timing: id  3 | task 17339 | n_decoded =    160, tg =   9.78 t/s, tg_3s =   9.70 t/s
95.57.652.057 I slot print_timing: id  3 | task 17339 | n_decoded =    191, tg =   9.83 t/s, tg_3s =  10.10 t/s
96.00.740.650 I slot print_timing: id  3 | task 17339 | n_decoded =    221, tg =   9.82 t/s, tg_3s =   9.71 t/s
96.02.869.683 I slot print_timing: id  3 | task 17339 | prompt eval time =   24122.14 ms /  1149 tokens (   20.99 ms per token,    47.63 tokens per second)
96.02.869.698 I slot print_timing: id  3 | task 17339 |        eval time =   24638.85 ms /   242 tokens (  101.81 ms per token,     9.82 tokens per second)
96.02.869.698 I slot print_timing: id  3 | task 17339 |       total time =   48760.99 ms /  1391 tokens
96.02.869.702 I slot print_timing: id  3 | task 17339 |    graphs reused =      16985
96.02.872.718 I slot      release: id  3 | task 17339 | stop processing: n_tokens = 29517, truncated = 0
96.03.518.075 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
96.03.520.644 I slot launch_slot_: id  3 | task 17585 | processing task, is_child = 0
96.14.286.323 I slot print_timing: id  3 | task 17585 | n_decoded =    100, tg =   9.97 t/s, tg_3s =   9.97 t/s
96.17.347.582 I slot print_timing: id  3 | task 17585 | n_decoded =    131, tg =  10.01 t/s, tg_3s =  10.13 t/s
96.20.410.424 I slot print_timing: id  3 | task 17585 | n_decoded =    159, tg =   9.85 t/s, tg_3s =   9.14 t/s
96.23.485.460 I slot print_timing: id  3 | task 17585 | n_decoded =    189, tg =   9.83 t/s, tg_3s =   9.76 t/s
96.26.575.443 I slot print_timing: id  3 | task 17585 | n_decoded =    219, tg =   9.81 t/s, tg_3s =   9.71 t/s
96.29.595.981 I slot print_timing: id  3 | task 17585 | n_decoded =    249, tg =   9.83 t/s, tg_3s =   9.93 t/s
96.32.667.501 I slot print_timing: id  3 | task 17585 | n_decoded =    279, tg =   9.82 t/s, tg_3s =   9.77 t/s
96.33.900.376 I slot print_timing: id  3 | task 17585 | prompt eval time =     740.12 ms /    23 tokens (   32.18 ms per token,    31.08 tokens per second)
96.33.900.384 I slot print_timing: id  3 | task 17585 |        eval time =   29639.38 ms /   291 tokens (  101.85 ms per token,     9.82 tokens per second)
96.33.900.385 I slot print_timing: id  3 | task 17585 |       total time =   30379.50 ms /   314 tokens
96.33.900.386 I slot print_timing: id  3 | task 17585 |    graphs reused =      17273
96.33.907.040 I slot      release: id  3 | task 17585 | stop processing: n_tokens = 29830, truncated = 0
96.34.088.176 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.965 (> 0.100 thold), f_keep = 1.000
96.34.091.343 I slot launch_slot_: id  3 | task 17879 | processing task, is_child = 0
96.45.876.440 I slot print_timing: id  3 | task 17879 | prompt processing, n_tokens =    562, progress = 0.98, t =  11.78 s / 47.69 tokens per second
96.56.461.428 I slot print_timing: id  3 | task 17879 | prompt processing, n_tokens =   1074, progress = 1.00, t =  22.37 s / 48.01 tokens per second
97.06.712.395 I slot print_timing: id  3 | task 17879 | n_decoded =    100, tg =   9.91 t/s, tg_3s =   9.91 t/s
97.09.730.955 I slot print_timing: id  3 | task 17879 | n_decoded =    129, tg =   9.84 t/s, tg_3s =   9.61 t/s
97.12.757.142 I slot print_timing: id  3 | task 17879 | n_decoded =    158, tg =   9.79 t/s, tg_3s =   9.58 t/s
97.15.835.205 I slot print_timing: id  3 | task 17879 | n_decoded =    188, tg =   9.78 t/s, tg_3s =   9.75 t/s
97.18.853.196 I slot print_timing: id  3 | task 17879 | n_decoded =    217, tg =   9.76 t/s, tg_3s =   9.61 t/s
97.21.950.333 I slot print_timing: id  3 | task 17879 | n_decoded =    247, tg =   9.75 t/s, tg_3s =   9.69 t/s
97.24.977.893 I slot print_timing: id  3 | task 17879 | n_decoded =    277, tg =   9.77 t/s, tg_3s =   9.91 t/s
97.28.023.050 I slot print_timing: id  3 | task 17879 | n_decoded =    307, tg =   9.78 t/s, tg_3s =   9.85 t/s
97.31.057.916 I slot print_timing: id  3 | task 17879 | n_decoded =    337, tg =   9.79 t/s, tg_3s =   9.89 t/s
97.34.058.061 I slot print_timing: id  3 | task 17879 | n_decoded =    366, tg =   9.78 t/s, tg_3s =   9.67 t/s
97.37.080.139 I slot print_timing: id  3 | task 17879 | n_decoded =    395, tg =   9.76 t/s, tg_3s =   9.60 t/s
97.40.177.766 I slot print_timing: id  3 | task 17879 | n_decoded =    425, tg =   9.76 t/s, tg_3s =   9.68 t/s
97.43.256.946 I slot print_timing: id  3 | task 17879 | prompt eval time =   22527.77 ms /  1078 tokens (   20.90 ms per token,    47.85 tokens per second)
97.43.256.960 I slot print_timing: id  3 | task 17879 |        eval time =   46637.56 ms /   455 tokens (  102.50 ms per token,     9.76 tokens per second)
97.43.256.961 I slot print_timing: id  3 | task 17879 |       total time =   69165.33 ms /  1533 tokens
97.43.256.962 I slot print_timing: id  3 | task 17879 |    graphs reused =      17724
97.43.258.326 I slot      release: id  3 | task 17879 | stop processing: n_tokens = 31362, truncated = 0
97.43.436.738 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.995 (> 0.100 thold), f_keep = 0.997
97.43.438.656 I slot launch_slot_: id  3 | task 18338 | processing task, is_child = 0
98.05.922.532 I slot print_timing: id  3 | task 18338 | prompt processing, n_tokens =   1077, progress = 0.98, t =  22.48 s / 47.90 tokens per second
98.15.637.366 I slot print_timing: id  3 | task 18338 | prompt processing, n_tokens =   1544, progress = 1.00, t =  32.20 s / 47.95 tokens per second
98.16.739.946 I slot print_timing: id  3 | task 18338 | prompt processing, n_tokens =   1589, progress = 1.00, t =  33.30 s / 47.72 tokens per second
98.26.943.390 I slot print_timing: id  3 | task 18338 | n_decoded =    100, tg =   9.97 t/s, tg_3s =   9.97 t/s
98.30.016.887 I slot print_timing: id  3 | task 18338 | n_decoded =    131, tg =  10.00 t/s, tg_3s =  10.09 t/s
98.31.087.335 I slot print_timing: id  3 | task 18338 | prompt eval time =   33477.01 ms /  1593 tokens (   21.02 ms per token,    47.58 tokens per second)
98.31.087.358 I slot print_timing: id  3 | task 18338 |        eval time =   14171.46 ms /   142 tokens (   99.80 ms per token,    10.02 tokens per second)
98.31.087.359 I slot print_timing: id  3 | task 18338 |       total time =   47648.46 ms /  1735 tokens
98.31.087.360 I slot print_timing: id  3 | task 18338 |    graphs reused =      17863
98.31.088.620 I slot      release: id  3 | task 18338 | stop processing: n_tokens = 31566, truncated = 0
98.31.719.654 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
98.31.721.729 I slot launch_slot_: id  3 | task 18484 | processing task, is_child = 0
98.42.870.596 I slot print_timing: id  3 | task 18484 | n_decoded =    100, tg =   9.61 t/s, tg_3s =   9.61 t/s
98.45.952.941 I slot print_timing: id  3 | task 18484 | n_decoded =    130, tg =   9.64 t/s, tg_3s =   9.73 t/s
98.48.955.668 I slot print_timing: id  3 | task 18484 | n_decoded =    160, tg =   9.70 t/s, tg_3s =   9.99 t/s
98.51.981.002 I slot print_timing: id  3 | task 18484 | n_decoded =    190, tg =   9.74 t/s, tg_3s =   9.92 t/s
98.55.035.897 I slot print_timing: id  3 | task 18484 | n_decoded =    218, tg =   9.66 t/s, tg_3s =   9.17 t/s
98.57.668.301 I slot print_timing: id  3 | task 18484 | prompt eval time =     742.99 ms /    23 tokens (   32.30 ms per token,    30.96 tokens per second)
98.57.668.309 I slot print_timing: id  3 | task 18484 |        eval time =   25203.35 ms /   243 tokens (  103.72 ms per token,     9.64 tokens per second)
98.57.668.310 I slot print_timing: id  3 | task 18484 |       total time =   25946.33 ms /   266 tokens
98.57.668.311 I slot print_timing: id  3 | task 18484 |    graphs reused =      18103
98.57.671.370 I slot      release: id  3 | task 18484 | stop processing: n_tokens = 31831, truncated = 0
99.27.724.313 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.948 (> 0.100 thold), f_keep = 1.000
99.27.726.865 I slot launch_slot_: id  3 | task 18730 | processing task, is_child = 0
99.27.727.061 E srv    send_error: task id = 18730, error: request (33573 tokens) exceeds the available context size (32768 tokens), try increasing it
99.27.727.071 I slot      release: id  3 | task 18730 | stop processing: n_tokens = 31831, truncated = 0
99.27.727.115 W srv          stop: cancel task, id_task = 18730
